Primary Type,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,Year,Month,Day,Hour,DayOfWeek
ASSAULT,RESIDENCE,False,False,531,5.0,24.0,25.0,2002,1,12,0,Saturday
BATTERY,RESIDENCE,False,True,522,5.0,24.0,25.0,2002,1,12,15,Saturday
BATTERY,RESIDENCE,False,False,433,4.0,24.0,25.0,2002,1,3,16,Thursday
BATTERY,RESIDENCE,False,False,513,5.0,24.0,25.0,2002,1,12,22,Saturday
BATTERY,RESIDENCE,True,True,533,5.0,24.0,25.0,2002,1,12,22,Saturday
ROBBERY,RESIDENCE,False,False,522,5.0,24.0,25.0,2002,1,12,21,Saturday
BATTERY,STREET,False,False,531,5.0,24.0,25.0,2002,1,12,18,Saturday
OTHER OFFENSE,STREET,False,False,532,5.0,24.0,25.0,2002,1,12,8,Saturday
OTHER OFFENSE,RESIDENCE,False,False,523,5.0,24.0,25.0,2002,1,12,19,Saturday
ROBBERY,HOTEL/MOTEL,False,True,512,5.0,24.0,25.0,2002,1,12,10,Saturday
CRIMINAL DAMAGE,CHA PARKING LOT/GROUNDS,True,False,533,5.0,24.0,25.0,2002,1,11,22,Friday
CRIMINAL DAMAGE,RESIDENCE,False,False,532,5.0,24.0,25.0,2002,1,12,18,Saturday
CRIMINAL DAMAGE,GAS STATION,False,False,2233,22.0,24.0,25.0,2002,1,12,23,Saturday
CRIMINAL DAMAGE,OTHER,False,False,2212,22.0,24.0,25.0,2002,1,12,22,Saturday
BATTERY,RESIDENCE,False,True,513,5.0,24.0,25.0,2002,1,12,12,Saturday
BATTERY,SIDEWALK,False,True,533,5.0,24.0,25.0,2002,1,13,2,Sunday
BATTERY,SIDEWALK,False,True,533,5.0,24.0,25.0,2002,1,13,2,Sunday
BATTERY,RESIDENCE PORCH/HALLWAY,True,True,512,5.0,24.0,25.0,2002,1,13,3,Sunday
BATTERY,RESIDENCE,False,True,532,5.0,24.0,25.0,2002,1,13,5,Sunday
ROBBERY,OTHER,False,False,433,4.0,24.0,25.0,2002,1,12,10,Saturday
ROBBERY,STREET,False,False,632,6.0,24.0,25.0,2002,1,12,1,Saturday
THEFT,STREET,False,False,623,6.0,24.0,25.0,2002,1,6,3,Sunday
BATTERY,RESIDENCE,False,True,513,5.0,24.0,25.0,2002,1,12,22,Saturday
ROBBERY,STREET,False,False,623,6.0,24.0,25.0,2002,1,12,4,Saturday
ROBBERY,ALLEY,False,False,322,3.0,24.0,25.0,2002,1,8,16,Tuesday
BATTERY,PARKING LOT/GARAGE(NON.RESID.),True,True,312,3.0,24.0,25.0,2002,1,10,19,Thursday
BATTERY,STREET,True,True,623,6.0,24.0,25.0,2002,1,12,3,Saturday
BATTERY,APARTMENT,True,True,312,3.0,24.0,25.0,2002,1,12,3,Saturday
BATTERY,APARTMENT,True,True,312,3.0,24.0,25.0,2002,1,12,19,Saturday
OTHER OFFENSE,RESIDENCE,False,False,532,5.0,24.0,25.0,2002,1,10,13,Thursday
ASSAULT,RESIDENCE,False,True,513,5.0,24.0,25.0,2002,1,13,22,Sunday
BATTERY,APARTMENT,False,True,533,5.0,24.0,25.0,2002,1,13,22,Sunday
CRIMINAL DAMAGE,RESIDENCE,False,False,433,4.0,24.0,25.0,2002,1,13,22,Sunday
ROBBERY,ALLEY,False,False,531,5.0,24.0,25.0,2002,1,13,7,Sunday
BURGLARY,RESIDENCE-GARAGE,False,False,523,5.0,24.0,25.0,2002,1,14,0,Monday
BATTERY,RESIDENCE,True,True,512,5.0,24.0,25.0,2002,1,14,6,Monday
NARCOTICS,STREET,True,False,511,5.0,24.0,25.0,2002,1,7,14,Monday
NARCOTICS,"SCHOOL, PUBLIC, BUILDING",True,False,433,4.0,24.0,25.0,2002,1,7,7,Monday
THEFT,OTHER,False,False,523,5.0,24.0,25.0,2002,1,11,17,Friday
DECEPTIVE PRACTICE,RESIDENCE,True,False,831,8.0,24.0,25.0,2002,1,13,14,Sunday
CRIMINAL DAMAGE,RESIDENCE,True,True,512,5.0,24.0,25.0,2002,1,13,19,Sunday
NARCOTICS,STREET,True,False,512,5.0,24.0,25.0,2002,1,7,15,Monday
ROBBERY,STREET,True,False,322,3.0,24.0,25.0,2002,1,13,11,Sunday
ASSAULT,RESIDENCE,True,False,524,5.0,24.0,25.0,2002,1,12,15,Saturday
THEFT,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,532,5.0,24.0,25.0,2002,1,13,15,Sunday
THEFT,PARKING LOT/GARAGE(NON.RESID.),False,False,531,5.0,24.0,25.0,2002,1,13,13,Sunday
THEFT,DRUG STORE,True,False,2122,2.0,24.0,25.0,2002,1,13,4,Sunday
NARCOTICS,STREET,True,False,522,5.0,24.0,25.0,2002,1,9,0,Wednesday
BATTERY,STREET,False,True,2234,22.0,24.0,25.0,2002,1,12,12,Saturday
CRIMINAL TRESPASS,RESTAURANT,True,False,2122,2.0,24.0,25.0,2002,1,13,0,Sunday
OTHER OFFENSE,SMALL RETAIL STORE,False,False,2211,22.0,24.0,25.0,2002,1,13,17,Sunday
CRIMINAL DAMAGE,STREET,False,False,2232,22.0,24.0,25.0,2002,1,13,13,Sunday
CRIMINAL DAMAGE,RESIDENCE,False,False,2234,22.0,24.0,25.0,2002,1,13,19,Sunday
THEFT,OTHER,False,False,533,5.0,24.0,25.0,2002,1,7,10,Monday
MOTOR VEHICLE THEFT,STREET,False,False,532,5.0,24.0,25.0,2002,1,13,20,Sunday
CRIMINAL TRESPASS,GROCERY FOOD STORE,False,False,522,5.0,24.0,25.0,2002,1,13,13,Sunday
BURGLARY,APARTMENT,False,False,234,2.0,24.0,25.0,2002,1,12,13,Saturday
OTHER OFFENSE,RESIDENCE,False,False,513,5.0,24.0,25.0,2002,1,14,15,Monday
ASSAULT,RESIDENCE,False,False,213,2.0,24.0,25.0,2002,1,4,12,Friday
BURGLARY,RESIDENCE,False,False,434,4.0,24.0,25.0,2002,1,11,3,Friday
THEFT,"SCHOOL, PUBLIC, BUILDING",False,False,433,4.0,24.0,25.0,2002,1,11,17,Friday
ROBBERY,STREET,False,False,623,6.0,24.0,25.0,2002,1,11,19,Friday
BATTERY,ALLEY,False,False,2234,22.0,24.0,25.0,2002,1,14,15,Monday
NARCOTICS,ALLEY,True,False,2232,22.0,24.0,25.0,2002,1,9,20,Wednesday
CRIMINAL DAMAGE,RESIDENCE,False,False,532,5.0,24.0,25.0,2002,1,12,14,Saturday
OTHER OFFENSE,RESIDENCE,False,False,2212,22.0,24.0,25.0,2002,1,13,3,Sunday
LIQUOR LAW VIOLATION,STREET,True,False,2211,22.0,24.0,25.0,2002,1,11,22,Friday
MOTOR VEHICLE THEFT,STREET,True,False,512,5.0,24.0,25.0,2002,1,15,5,Tuesday
PROSTITUTION,STREET,True,False,511,5.0,24.0,25.0,2002,1,12,18,Saturday
CRIMINAL DAMAGE,STREET,False,False,522,5.0,24.0,25.0,2002,1,3,0,Thursday
THEFT,DRUG STORE,True,False,2122,2.0,24.0,25.0,2002,1,13,14,Sunday
BURGLARY,RESIDENCE,False,False,533,5.0,24.0,25.0,2002,1,14,8,Monday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,513,5.0,24.0,25.0,2002,1,14,22,Monday
BATTERY,CHA APARTMENT,False,True,533,5.0,24.0,25.0,2002,1,13,12,Sunday
BURGLARY,RESIDENCE,False,False,513,5.0,24.0,25.0,2002,1,14,8,Monday
NARCOTICS,STREET,True,False,2234,22.0,24.0,25.0,2002,1,6,21,Sunday
THEFT,PARKING LOT/GARAGE(NON.RESID.),False,False,524,5.0,24.0,25.0,2002,1,15,8,Tuesday
BATTERY,POLICE FACILITY/VEH PARKING LOT,True,False,531,5.0,24.0,25.0,2002,1,15,5,Tuesday
NARCOTICS,STREET,True,False,224,2.0,24.0,25.0,2002,1,10,20,Thursday
BATTERY,RESIDENCE,False,True,512,5.0,24.0,25.0,2002,1,14,15,Monday
NARCOTICS,SIDEWALK,True,False,312,3.0,24.0,25.0,2002,1,7,16,Monday
NARCOTICS,STREET,True,False,513,5.0,24.0,25.0,2002,1,9,19,Wednesday
CRIMINAL DAMAGE,"SCHOOL, PUBLIC, BUILDING",False,False,533,5.0,24.0,25.0,2002,1,14,19,Monday
NARCOTICS,STREET,True,False,513,5.0,24.0,25.0,2002,1,11,11,Friday
NARCOTICS,STREET,True,False,2234,22.0,24.0,25.0,2002,1,12,12,Saturday
NARCOTICS,STREET,True,False,523,5.0,24.0,25.0,2002,1,9,20,Wednesday
BATTERY,RESIDENCE,False,True,513,5.0,24.0,25.0,2002,1,15,15,Tuesday
CRIMINAL TRESPASS,RESIDENCE PORCH/HALLWAY,True,False,312,3.0,24.0,25.0,2002,1,14,7,Monday
BATTERY,RESIDENCE,False,True,2211,22.0,24.0,25.0,2002,1,15,18,Tuesday
MOTOR VEHICLE THEFT,STREET,False,False,523,5.0,24.0,25.0,2002,1,15,17,Tuesday
MOTOR VEHICLE THEFT,STREET,False,False,2234,22.0,24.0,25.0,2002,1,15,22,Tuesday
MOTOR VEHICLE THEFT,STREET,False,False,912,9.0,24.0,25.0,2002,1,15,22,Tuesday
NARCOTICS,STREET,True,False,513,5.0,24.0,25.0,2002,1,11,11,Friday
NARCOTICS,STREET,True,False,513,5.0,24.0,25.0,2002,1,10,13,Thursday
THEFT,STREET,False,False,2232,22.0,24.0,25.0,2002,1,15,1,Tuesday
NARCOTICS,STREET,True,False,512,5.0,24.0,25.0,2002,1,12,4,Saturday
BATTERY,RESIDENCE,False,True,513,5.0,24.0,25.0,2002,1,16,4,Wednesday
ROBBERY,CHA APARTMENT,True,False,533,5.0,24.0,25.0,2002,1,8,19,Tuesday
ROBBERY,STREET,False,False,2212,22.0,24.0,25.0,2002,1,15,23,Tuesday
THEFT,STREET,False,False,322,3.0,24.0,25.0,2002,1,16,8,Wednesday
BURGLARY,RESIDENCE-GARAGE,False,False,633,6.0,24.0,25.0,2002,1,14,19,Monday
BATTERY,RESIDENCE,False,True,513,5.0,24.0,25.0,2002,1,15,18,Tuesday
BATTERY,VEHICLE NON-COMMERCIAL,False,True,322,3.0,24.0,25.0,2002,1,15,17,Tuesday
ASSAULT,CHA PARKING LOT/GROUNDS,True,True,533,5.0,24.0,25.0,2002,1,14,20,Monday
BATTERY,STREET,False,False,631,6.0,24.0,25.0,2002,1,15,13,Tuesday
BATTERY,RESIDENCE,False,False,533,5.0,24.0,25.0,2002,1,15,8,Tuesday
BATTERY,RESIDENCE,False,False,2211,22.0,24.0,25.0,2002,1,15,17,Tuesday
NARCOTICS,CHA PARKING LOT/GROUNDS,True,False,533,5.0,24.0,25.0,2002,1,12,11,Saturday
CRIMINAL TRESPASS,RESIDENCE,True,False,522,5.0,24.0,25.0,2002,1,15,21,Tuesday
NARCOTICS,STREET,True,False,512,5.0,24.0,25.0,2002,1,12,12,Saturday
OTHER OFFENSE,RESIDENCE,False,False,512,5.0,24.0,25.0,2002,1,15,14,Tuesday
OTHER OFFENSE,MEDICAL/DENTAL OFFICE,False,False,531,5.0,24.0,25.0,2002,1,16,10,Wednesday
OTHER OFFENSE,APARTMENT,False,False,531,5.0,24.0,25.0,2002,1,12,17,Saturday
THEFT,"SCHOOL, PUBLIC, GROUNDS",False,False,531,5.0,24.0,25.0,2002,1,15,10,Tuesday
BURGLARY,APARTMENT,False,False,522,5.0,24.0,25.0,2002,1,15,13,Tuesday
BATTERY,CTA BUS,False,False,915,9.0,24.0,25.0,2002,1,14,16,Monday
BURGLARY,RESIDENCE,False,False,512,5.0,24.0,25.0,2002,1,14,21,Monday
MOTOR VEHICLE THEFT,STREET,True,False,312,3.0,24.0,25.0,2002,1,15,0,Tuesday
NARCOTICS,STREET,True,False,2232,22.0,24.0,25.0,2002,1,11,15,Friday
MOTOR VEHICLE THEFT,STREET,False,False,2234,22.0,24.0,25.0,2002,1,15,7,Tuesday
NARCOTICS,STREET,True,False,513,5.0,24.0,25.0,2002,1,11,20,Friday
MOTOR VEHICLE THEFT,STREET,False,False,531,5.0,24.0,25.0,2002,1,12,2,Saturday
BATTERY,APARTMENT,True,True,2234,22.0,24.0,25.0,2002,1,15,17,Tuesday
ASSAULT,"SCHOOL, PUBLIC, BUILDING",False,False,533,5.0,24.0,25.0,2002,1,10,13,Thursday
DECEPTIVE PRACTICE,ALLEY,True,False,523,5.0,24.0,25.0,2002,1,15,21,Tuesday
CRIMINAL DAMAGE,"SCHOOL, PUBLIC, BUILDING",False,False,513,5.0,24.0,25.0,2002,1,14,10,Monday
THEFT,RESIDENCE,False,False,522,5.0,24.0,25.0,2002,1,15,8,Tuesday
OTHER OFFENSE,GOVERNMENT BUILDING/PROPERTY,True,False,511,5.0,24.0,25.0,2002,1,9,10,Wednesday
CRIMINAL DAMAGE,RESIDENCE,True,False,513,5.0,24.0,25.0,2002,1,15,12,Tuesday
NARCOTICS,SIDEWALK,True,False,513,5.0,24.0,25.0,2002,1,13,11,Sunday
NARCOTICS,SIDEWALK,True,False,323,3.0,24.0,25.0,2002,1,12,22,Saturday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,234,2.0,24.0,25.0,2002,1,13,18,Sunday
CRIMINAL TRESPASS,OTHER,True,False,2111,2.0,24.0,25.0,2002,1,15,4,Tuesday
CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),True,False,234,2.0,24.0,25.0,2002,1,14,19,Monday
BATTERY,CHA APARTMENT,False,False,211,2.0,24.0,25.0,2002,1,13,23,Sunday
BATTERY,APARTMENT,False,False,234,2.0,24.0,25.0,2002,1,15,17,Tuesday
BATTERY,RESIDENCE,False,False,234,2.0,24.0,25.0,2002,1,15,17,Tuesday
ROBBERY,STREET,False,False,322,3.0,24.0,25.0,2002,1,10,15,Thursday
THEFT,DRUG STORE,True,False,432,4.0,24.0,25.0,2002,1,15,18,Tuesday
ASSAULT,"SCHOOL, PUBLIC, BUILDING",True,False,512,5.0,24.0,25.0,2002,1,11,9,Friday
BATTERY,"SCHOOL, PUBLIC, BUILDING",True,True,512,5.0,24.0,25.0,2002,1,10,10,Thursday
BATTERY,CHA PARKING LOT/GROUNDS,False,False,533,5.0,24.0,25.0,2002,1,14,22,Monday
ASSAULT,"SCHOOL, PUBLIC, BUILDING",True,False,533,5.0,24.0,25.0,2002,1,15,14,Tuesday
THEFT,DRUG STORE,True,False,432,4.0,24.0,25.0,2002,1,16,22,Wednesday
BATTERY,RESIDENCE,False,True,513,5.0,24.0,25.0,2002,1,16,13,Wednesday
BATTERY,CHA APARTMENT,True,True,533,5.0,24.0,25.0,2002,1,16,2,Wednesday
NARCOTICS,STREET,True,False,522,5.0,24.0,25.0,2002,1,13,21,Sunday
NARCOTICS,STREET,True,False,2233,22.0,24.0,25.0,2002,1,14,22,Monday
BATTERY,"SCHOOL, PUBLIC, BUILDING",False,False,433,4.0,24.0,25.0,2002,1,8,10,Tuesday
BATTERY,RESIDENCE PORCH/HALLWAY,True,True,533,5.0,24.0,25.0,2002,1,16,12,Wednesday
ASSAULT,"SCHOOL, PUBLIC, BUILDING",True,False,433,4.0,24.0,25.0,2002,1,11,11,Friday
BATTERY,PARKING LOT/GARAGE(NON.RESID.),True,False,2212,22.0,24.0,25.0,2002,1,17,1,Thursday
CRIMINAL DAMAGE,VEHICLE NON-COMMERCIAL,False,False,312,3.0,24.0,25.0,2002,1,15,20,Tuesday
THEFT,GROCERY FOOD STORE,False,False,524,5.0,24.0,25.0,2002,1,16,16,Wednesday
OTHER OFFENSE,RESIDENCE,False,True,623,6.0,24.0,25.0,2002,1,17,9,Thursday
THEFT,"SCHOOL, PUBLIC, BUILDING",False,False,512,5.0,24.0,25.0,2002,1,10,8,Thursday
NARCOTICS,RESIDENCE,True,False,914,9.0,24.0,25.0,2002,1,12,12,Saturday
THEFT,"SCHOOL, PUBLIC, BUILDING",False,False,512,5.0,24.0,25.0,2002,1,15,14,Tuesday
MOTOR VEHICLE THEFT,STREET,False,False,532,5.0,24.0,25.0,2002,1,16,20,Wednesday
MOTOR VEHICLE THEFT,STREET,True,False,531,5.0,24.0,25.0,2002,1,17,1,Thursday
MOTOR VEHICLE THEFT,STREET,False,False,2232,22.0,24.0,25.0,2002,1,16,17,Wednesday
MOTOR VEHICLE THEFT,STREET,False,False,523,5.0,24.0,25.0,2002,1,16,21,Wednesday
DECEPTIVE PRACTICE,STREET,False,False,2234,22.0,24.0,25.0,2002,1,16,4,Wednesday
PROSTITUTION,STREET,True,False,1014,10.0,24.0,25.0,2002,1,4,22,Friday
NARCOTICS,STREET,True,False,433,4.0,24.0,25.0,2002,1,14,21,Monday
CRIMINAL TRESPASS,"SCHOOL, PUBLIC, BUILDING",False,False,531,5.0,24.0,25.0,2002,1,16,13,Wednesday
BURGLARY,RESIDENCE,False,False,522,5.0,24.0,25.0,2002,1,17,4,Thursday
BATTERY,"SCHOOL, PUBLIC, BUILDING",False,False,533,5.0,24.0,25.0,2002,1,17,8,Thursday
THEFT,RESIDENCE PORCH/HALLWAY,False,False,234,2.0,24.0,25.0,2002,1,16,21,Wednesday
OTHER OFFENSE,RESIDENCE,False,False,512,5.0,24.0,25.0,2002,1,11,9,Friday
THEFT,DRUG STORE,False,False,312,3.0,24.0,25.0,2002,1,16,15,Wednesday
BATTERY,RESIDENCE PORCH/HALLWAY,False,False,234,2.0,24.0,25.0,2002,1,16,19,Wednesday
OTHER OFFENSE,RESIDENCE,False,False,2212,22.0,24.0,25.0,2002,1,17,23,Thursday
BATTERY,STREET,False,False,513,5.0,24.0,25.0,2002,1,17,22,Thursday
BATTERY,CHA APARTMENT,True,False,533,5.0,24.0,25.0,2002,1,16,15,Wednesday
BATTERY,STREET,True,False,312,3.0,24.0,25.0,2002,1,17,8,Thursday
BATTERY,RESIDENCE,False,True,2232,22.0,24.0,25.0,2002,1,17,7,Thursday
NARCOTICS,STREET,True,False,513,5.0,24.0,25.0,2002,1,10,11,Thursday
WEAPONS VIOLATION,RESIDENCE,True,False,513,5.0,24.0,25.0,2002,1,8,11,Tuesday
NARCOTICS,STREET,True,False,512,5.0,24.0,25.0,2002,1,10,10,Thursday
THEFT,DRUG STORE,True,False,2122,2.0,24.0,25.0,2002,1,15,14,Tuesday
NARCOTICS,STREET,True,False,312,3.0,24.0,25.0,2002,1,13,8,Sunday
THEFT,STREET,False,False,2112,2.0,24.0,25.0,2002,1,14,14,Monday
ASSAULT,STREET,True,False,632,6.0,24.0,25.0,2002,1,17,18,Thursday
OTHER OFFENSE,RESIDENCE,False,False,2211,22.0,24.0,25.0,2002,1,18,7,Friday
BATTERY,HOTEL/MOTEL,False,False,312,3.0,24.0,25.0,2002,1,17,8,Thursday
THEFT,STREET,False,False,513,5.0,24.0,25.0,2002,1,17,20,Thursday
BATTERY,SIDEWALK,False,False,312,3.0,24.0,25.0,2002,1,16,21,Wednesday
PROSTITUTION,STREET,True,False,512,5.0,24.0,25.0,2002,1,15,2,Tuesday
ASSAULT,APARTMENT,True,True,311,3.0,24.0,25.0,2002,1,17,18,Thursday
THEFT,RESIDENCE,False,False,513,5.0,24.0,25.0,2002,1,16,17,Wednesday
BATTERY,RESIDENCE PORCH/HALLWAY,False,False,522,5.0,24.0,25.0,2002,1,11,18,Friday
THEFT,PARKING LOT/GARAGE(NON.RESID.),False,False,2122,2.0,24.0,25.0,2002,1,16,16,Wednesday
BATTERY,"SCHOOL, PUBLIC, BUILDING",False,False,513,5.0,24.0,25.0,2002,1,15,12,Tuesday
THEFT,RESIDENCE,False,False,2212,22.0,24.0,25.0,2002,1,18,10,Friday
NARCOTICS,STREET,True,False,2234,22.0,24.0,25.0,2002,1,14,23,Monday
SEX OFFENSE,"SCHOOL, PUBLIC, BUILDING",True,False,512,5.0,24.0,25.0,2002,1,16,12,Wednesday
BATTERY,"SCHOOL, PUBLIC, BUILDING",True,False,531,5.0,24.0,25.0,2002,1,17,11,Thursday
INTERFERENCE WITH PUBLIC OFFICER,RESIDENCE,False,False,512,5.0,24.0,25.0,2002,1,17,12,Thursday
BATTERY,"SCHOOL, PUBLIC, BUILDING",True,False,531,5.0,24.0,25.0,2002,1,17,8,Thursday
ROBBERY,APARTMENT,False,False,234,2.0,24.0,25.0,2002,1,18,0,Friday
THEFT,STREET,False,False,2234,22.0,24.0,25.0,2002,1,18,14,Friday
THEFT,GROCERY FOOD STORE,True,False,434,4.0,24.0,25.0,2002,1,18,16,Friday
CRIMINAL TRESPASS,RESIDENCE,True,True,522,5.0,24.0,25.0,2002,1,19,5,Saturday
BATTERY,RESIDENCE,False,True,512,5.0,24.0,25.0,2002,1,18,18,Friday
BATTERY,APARTMENT,False,True,522,5.0,24.0,25.0,2002,1,18,22,Friday
BATTERY,RESIDENCE,False,True,522,5.0,24.0,25.0,2002,1,18,21,Friday
BATTERY,RESIDENCE PORCH/HALLWAY,False,True,524,5.0,24.0,25.0,2002,1,12,2,Saturday
CRIMINAL DAMAGE,RESIDENCE,False,False,2234,22.0,24.0,25.0,2002,1,18,14,Friday
BATTERY,"SCHOOL, PUBLIC, BUILDING",False,False,512,5.0,24.0,25.0,2002,1,17,14,Thursday
ROBBERY,STREET,True,False,432,4.0,24.0,25.0,2002,1,18,14,Friday
THEFT,OTHER,False,False,2211,22.0,24.0,25.0,2002,1,18,21,Friday
BATTERY,VEHICLE NON-COMMERCIAL,False,False,513,5.0,24.0,25.0,2002,1,18,23,Friday
ASSAULT,RESIDENCE,False,False,2234,22.0,24.0,25.0,2002,1,18,16,Friday
ASSAULT,OTHER,False,False,523,5.0,24.0,25.0,2002,1,19,0,Saturday
OTHER OFFENSE,ALLEY,True,False,523,5.0,24.0,25.0,2002,1,18,19,Friday
OFFENSE INVOLVING CHILDREN,"SCHOOL, PUBLIC, BUILDING",False,False,433,4.0,24.0,25.0,2002,1,18,10,Friday
ASSAULT,STREET,False,False,433,4.0,24.0,25.0,2002,1,18,21,Friday
CRIMINAL DAMAGE,RESIDENCE,False,False,522,5.0,24.0,25.0,2002,1,18,22,Friday
DECEPTIVE PRACTICE,OTHER,False,False,914,9.0,24.0,25.0,2002,1,15,12,Tuesday
KIDNAPPING,"SCHOOL, PUBLIC, BUILDING",False,True,2211,22.0,24.0,25.0,2002,1,11,15,Friday
KIDNAPPING,"SCHOOL, PUBLIC, BUILDING",False,True,2211,22.0,24.0,25.0,2002,1,18,15,Friday
BATTERY,APARTMENT,True,True,2234,22.0,24.0,25.0,2002,1,18,18,Friday
THEFT,DRUG STORE,False,False,2122,2.0,24.0,25.0,2002,1,18,18,Friday
THEFT,DRUG STORE,True,False,2122,2.0,24.0,25.0,2002,1,18,14,Friday
OTHER OFFENSE,PARKING LOT/GARAGE(NON.RESID.),False,False,2112,2.0,24.0,25.0,2002,1,18,10,Friday
MOTOR VEHICLE THEFT,STREET,False,False,512,5.0,24.0,25.0,2002,1,14,17,Monday
BATTERY,STREET,False,False,532,5.0,24.0,25.0,2002,1,20,5,Sunday
ARSON,RESIDENCE PORCH/HALLWAY,False,False,2323,19.0,24.0,25.0,2002,1,19,7,Saturday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,513,5.0,24.0,25.0,2002,1,19,0,Saturday
ASSAULT,RESIDENCE,False,True,512,5.0,24.0,25.0,2002,1,20,4,Sunday
BATTERY,APARTMENT,False,False,312,3.0,24.0,25.0,2002,1,18,1,Friday
ASSAULT,RESIDENCE,False,True,512,5.0,24.0,25.0,2002,1,20,1,Sunday
BATTERY,RESIDENCE,False,False,511,5.0,24.0,25.0,2002,1,19,23,Saturday
CRIMINAL DAMAGE,RESIDENCE,False,False,532,5.0,24.0,25.0,2002,1,19,16,Saturday
ROBBERY,STREET,False,False,511,5.0,24.0,25.0,2002,1,18,16,Friday
THEFT,RESIDENCE,False,False,312,3.0,24.0,25.0,2002,1,18,9,Friday
THEFT,COLLEGE/UNIVERSITY GROUNDS,False,False,511,5.0,24.0,25.0,2002,1,18,10,Friday
BATTERY,RESIDENCE,False,False,512,5.0,24.0,25.0,2002,1,19,14,Saturday
CRIMINAL DAMAGE,APARTMENT,False,False,311,3.0,24.0,25.0,2002,1,18,13,Friday
ASSAULT,RESIDENCE,False,False,532,5.0,24.0,25.0,2002,1,19,18,Saturday
CRIMINAL DAMAGE,RESIDENCE,False,False,533,5.0,24.0,25.0,2002,1,19,7,Saturday
BATTERY,RESTAURANT,False,False,2232,22.0,24.0,25.0,2002,1,18,15,Friday
CRIMINAL DAMAGE,STREET,False,True,512,5.0,24.0,25.0,2002,1,13,9,Sunday
ASSAULT,CHA APARTMENT,False,False,533,5.0,24.0,25.0,2002,1,20,20,Sunday
THEFT,RESIDENCE,False,False,513,5.0,24.0,25.0,2002,1,16,5,Wednesday
OTHER OFFENSE,RESIDENCE,False,False,532,5.0,24.0,25.0,2002,1,20,13,Sunday
BURGLARY,OTHER,False,False,513,5.0,24.0,25.0,2002,1,19,18,Saturday
CRIMINAL DAMAGE,OTHER,False,False,532,5.0,24.0,25.0,2002,1,20,11,Sunday
OTHER OFFENSE,STREET,False,False,531,5.0,24.0,25.0,2002,1,20,15,Sunday
OTHER OFFENSE,STREET,True,False,433,4.0,24.0,25.0,2002,1,20,17,Sunday
BATTERY,RESIDENCE,True,False,2233,22.0,24.0,25.0,2002,1,21,2,Monday
ASSAULT,STREET,False,True,2234,22.0,24.0,25.0,2002,1,20,23,Sunday
THEFT,DRUG STORE,False,False,2211,22.0,24.0,25.0,2002,1,20,22,Sunday
THEFT,DRUG STORE,False,False,433,4.0,24.0,25.0,2002,1,20,14,Sunday
BURGLARY,OTHER,False,False,311,3.0,24.0,25.0,2002,1,19,21,Saturday
BATTERY,RESIDENCE,True,False,522,5.0,24.0,25.0,2002,1,20,16,Sunday
THEFT,VEHICLE NON-COMMERCIAL,False,False,2234,22.0,24.0,25.0,2002,1,20,13,Sunday
BATTERY,RESIDENCE PORCH/HALLWAY,False,False,312,3.0,24.0,25.0,2002,1,20,1,Sunday
BATTERY,ALLEY,False,False,631,6.0,24.0,25.0,2002,1,18,22,Friday
ASSAULT,APARTMENT,False,False,322,3.0,24.0,25.0,2002,1,20,21,Sunday
BATTERY,RESIDENCE PORCH/HALLWAY,False,False,533,5.0,24.0,25.0,2002,1,19,15,Saturday
BATTERY,CHA PARKING LOT/GROUNDS,False,False,312,3.0,24.0,25.0,2002,1,21,17,Monday
BURGLARY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,513,5.0,24.0,25.0,2002,1,21,7,Monday
BATTERY,RESIDENCE,True,True,312,3.0,24.0,25.0,2002,1,21,23,Monday
OTHER OFFENSE,STREET,True,False,434,4.0,24.0,25.0,2002,1,21,19,Monday
THEFT,STREET,False,False,2232,22.0,24.0,25.0,2002,1,21,17,Monday
BATTERY,RESIDENCE,False,True,531,5.0,24.0,25.0,2002,1,21,17,Monday
ASSAULT,RESIDENCE,False,True,532,5.0,24.0,25.0,2002,1,21,21,Monday
CRIMINAL DAMAGE,ALLEY,False,False,312,3.0,24.0,25.0,2002,1,18,13,Friday
BATTERY,RESIDENCE,False,True,512,5.0,24.0,25.0,2002,1,19,3,Saturday
WEAPONS VIOLATION,STREET,True,False,2232,22.0,24.0,25.0,2002,1,21,18,Monday
CRIMINAL TRESPASS,GAS STATION,True,False,513,5.0,24.0,25.0,2002,1,20,13,Sunday
ROBBERY,STREET,False,False,623,6.0,24.0,25.0,2002,1,18,4,Friday
BATTERY,RESIDENCE,True,False,2232,22.0,24.0,25.0,2002,1,21,10,Monday
NARCOTICS,STREET,True,False,2232,22.0,24.0,25.0,2002,1,16,19,Wednesday
THEFT,"SCHOOL, PUBLIC, BUILDING",False,False,513,5.0,24.0,25.0,2002,1,1,14,Tuesday
NARCOTICS,OTHER,True,False,312,3.0,24.0,25.0,2002,1,14,11,Monday
